edad,clase_trabajadora,nivel_educativo,anos_educacion,estado_civil,ocupacion,relacion_familiar,raza,sexo,horas_semana,pais_origen,ingresos
57,Privada,Algo de universidad,10,Divorciado/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,30,Alemania,<=50K
47,Autónomo inc.,Secundaria,9,Casado/a,Administración,Hijo/a,Blanco/a,Mujer,57,Estados Unidos,<=50K
34,Privada,Grado universitario,13,Divorciado/a,Operador maquinaria,Cónyuge,Blanco/a,Mujer,34,Estados Unidos,>50K
21,Privada,Grado universitario,13,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,30,Estados Unidos,<=50K
26,Gobierno local,Secundaria,9,Casado/a,Ejecutivo/Directivo,Soltero/a,Blanco/a,Hombre,48,Estados Unidos,<=50K
45,Autónomo no inc.,Secundaria,9,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,51,Jamaica,<=50K
63,Privada,Grado universitario,13,Soltero/a,Técnico especializado,Soltero/a,Blanco/a,Hombre,34,Estados Unidos,>50K
48,Privada,Bachillerato,13,Soltero/a,Transporte,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,<=50K
34,Privada,Algo de universidad,10,Divorciado/a,Ventas,Sin familia,Blanco/a,Hombre,54,Estados Unidos,<=50K
48,Privada,FP Superior,12,Casado/a,Técnico especializado,Cónyuge,Blanco/a,Mujer,27,Estados Unidos,<=50K
34,Privada,Máster,14,Viudo/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,19,Estados Unidos,>50K
26,Privada,Grado universitario,13,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,3,Estados Unidos,>50K
19,Privada,Algo de universidad,10,Soltero/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,<=50K
40,Privada,FP Medio,11,Divorciado/a,Ventas,Cónyuge,Negro/a,Hombre,19,Estados Unidos,<=50K
35,Autónomo inc.,Grado universitario,13,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,54,Estados Unidos,<=50K
27,Privada,Algo de universidad,10,Casado/a,Administración,Cónyuge,Asiático/a,Mujer,46,Estados Unidos,<=50K
30,Privada,Bachillerato,13,Casado/a,Transporte,Cónyuge,Blanco/a,Hombre,17,Estados Unidos,>50K
54,Privada,Grado universitario,13,Divorciado/a,Operador maquinaria,Soltero/a,Negro/a,Hombre,26,Estados Unidos,<=50K
30,Privada,FP Superior,12,Casado/a,Agricultura,Otro familiar,Asiático/a,Hombre,14,Estados Unidos,>50K
48,Autónomo inc.,FP Medio,11,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,21,Estados Unidos,<=50K
36,Privada,Secundaria,9,Divorciado/a,Administración,Hijo/a,Asiático/a,Hombre,35,Estados Unidos,<=50K
43,Gobierno local,Secundaria,9,Divorciado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,59,Estados Unidos,<=50K
27,Privada,Secundaria,9,Casado/a,Administración,Sin familia,Blanco/a,Hombre,40,Estados Unidos,<=50K
45,Privada,Bachillerato,13,Divorciado/a,Agricultura,Cónyuge,Indígena americano/a,Hombre,41,Canadá,<=50K
35,Gobierno federal,Secundaria,9,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,47,Estados Unidos,<=50K
21,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,24,India,<=50K
56,Autónomo inc.,Bachillerato,13,Divorciado/a,Otros servicios,Sin familia,Blanco/a,Hombre,55,Estados Unidos,<=50K
17,Privada,Secundaria,9,Soltero/a,Administración,Otro familiar,Blanco/a,Mujer,47,Estados Unidos,<=50K
36,Privada,Grado universitario,13,Soltero/a,Técnico especializado,Cónyuge,Blanco/a,Hombre,33,Estados Unidos,>50K
31,Privada,Algo de universidad,10,Soltero/a,Administración,Cónyuge,Blanco/a,Hombre,45,Estados Unidos,<=50K
37,Privada,Algo de universidad,10,Casado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,11,Estados Unidos,<=50K
46,Privada,Algo de universidad,10,Soltero/a,Otros servicios,Cónyuge,Negro/a,Hombre,46,Estados Unidos,<=50K
43,Gobierno local,Grado universitario,13,Casado/a,Administración,Cónyuge,Blanco/a,Mujer,49,Estados Unidos,>50K
50,Gobierno local,Bachillerato,13,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,19,Estados Unidos,<=50K
37,Privada,Secundaria,9,Divorciado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,35,Estados Unidos,<=50K
69,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,50,Estados Unidos,<=50K
44,Autónomo inc.,Secundaria,9,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Mujer,26,Estados Unidos,<=50K
47,Autónomo no inc.,Secundaria,9,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,28,Estados Unidos,<=50K
38,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Otro familiar,Blanco/a,Mujer,30,Estados Unidos,<=50K
26,Gobierno federal,Máster,14,Casado/a,Construcción/Reparación,Otro familiar,Blanco/a,Hombre,21,Estados Unidos,>50K
40,Autónomo inc.,Grado universitario,13,Casado/a,Otros servicios,Sin familia,Blanco/a,Hombre,60,Estados Unidos,<=50K
17,Privada,Algo de universidad,10,Soltero/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,31,Estados Unidos,<=50K
27,Privada,Grado universitario,13,Divorciado/a,Otros servicios,Sin familia,Blanco/a,Hombre,33,Inglaterra,<=50K
30,Privada,Bachillerato,13,Soltero/a,Administración,Sin familia,Blanco/a,Mujer,33,Estados Unidos,<=50K
23,Privada,Grado universitario,13,Casado/a,Técnico especializado,Soltero/a,Blanco/a,Mujer,50,Estados Unidos,<=50K
28,Privada,Algo de universidad,10,Viudo/a,Ejecutivo/Directivo,Sin familia,Negro/a,Hombre,48,Estados Unidos,<=50K
45,Autónomo no inc.,Doctorado,16,Casado/a,Operador maquinaria,Cónyuge,Blanco/a,Mujer,25,Estados Unidos,<=50K
66,Sin empleo remunerado,Secundaria,9,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,15,Filipinas,<=50K
35,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Hombre,41,Estados Unidos,<=50K
47,Privada,Secundaria,9,Separado/a,Operador maquinaria,Cónyuge,Blanco/a,Hombre,41,Estados Unidos,<=50K
46,Privada,Doctorado,16,Divorciado/a,Técnico especializado,Otro familiar,Blanco/a,Hombre,49,Estados Unidos,>50K
48,Privada,Algo de universidad,10,Casado/a,Otros servicios,Sin familia,Blanco/a,Mujer,59,Estados Unidos,<=50K
36,Privada,Grado universitario,13,Soltero/a,Administración,Esposo/a,Blanco/a,Hombre,57,Irán,<=50K
48,Autónomo inc.,FP Superior,12,Viudo/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,29,Estados Unidos,>50K
53,Privada,Secundaria,9,Viudo/a,Técnico especializado,Sin familia,Negro/a,Mujer,18,Estados Unidos,<=50K
17,Privada,Grado universitario,13,Divorciado/a,Seguridad,Sin familia,Blanco/a,Hombre,48,Estados Unidos,<=50K
30,Privada,Algo de universidad,10,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,29,Estados Unidos,<=50K
17,Privada,Algo de universidad,10,Separado/a,Técnico especializado,Sin familia,Negro/a,Mujer,57,Estados Unidos,<=50K
51,Privada,Grado universitario,13,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Hombre,28,Estados Unidos,<=50K
24,Privada,FP Medio,11,Casado/a,Transporte,Cónyuge,Blanco/a,Mujer,35,Estados Unidos,<=50K
25,Gobierno local,Bachillerato,13,Casado/a,Técnico especializado,Hijo/a,Blanco/a,Hombre,66,Estados Unidos,<=50K
46,Privada,Secundaria,9,Viudo/a,Transporte,Esposo/a,Blanco/a,Hombre,67,Estados Unidos,<=50K
37,Privada,FP Superior,12,Soltero/a,Seguridad,Cónyuge,Blanco/a,Hombre,28,Estados Unidos,<=50K
27,Privada,Secundaria,9,Casado/a,Administración,Sin familia,Blanco/a,Hombre,25,Estados Unidos,<=50K
54,Autónomo no inc.,Secundaria,9,Casado/a,Ventas,Sin familia,Blanco/a,Hombre,30,Estados Unidos,<=50K
60,Privada,Grado universitario,13,Casado/a,Técnico especializado,Soltero/a,Asiático/a,Hombre,46,Estados Unidos,>50K
37,Autónomo inc.,Máster,14,Soltero/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,23,México,<=50K
17,Privada,Bachillerato,13,Soltero/a,Administración,Cónyuge,Blanco/a,Mujer,47,Estados Unidos,<=50K
36,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Hombre,46,Estados Unidos,<=50K
54,Autónomo no inc.,FP Superior,12,Soltero/a,Agricultura,Cónyuge,Blanco/a,Hombre,48,Estados Unidos,>50K
33,Privada,Algo de universidad,10,Casado/a,Agricultura,Cónyuge,Blanco/a,Hombre,37,Estados Unidos,<=50K
41,Privada,Bachillerato,13,Viudo/a,Agricultura,Esposo/a,Blanco/a,Mujer,49,Estados Unidos,>50K
44,Privada,FP Medio,11,Casado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Mujer,19,Estados Unidos,<=50K
49,Privada,Secundaria,9,Divorciado/a,Administración,Sin familia,Blanco/a,Hombre,38,Estados Unidos,<=50K
39,Privada,Bachillerato,13,Soltero/a,Otros servicios,Sin familia,Blanco/a,Hombre,34,Estados Unidos,<=50K
44,Privada,Doctorado,16,Casado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Mujer,53,Jamaica,<=50K
63,Privada,Bachillerato,13,Soltero/a,Otros servicios,Hijo/a,Blanco/a,Hombre,48,Estados Unidos,<=50K
32,Gobierno federal,Grado universitario,13,Casado/a,Ventas,Sin familia,Blanco/a,Hombre,27,Estados Unidos,<=50K
40,Privada,Grado universitario,13,Casado/a,Ejecutivo/Directivo,Hijo/a,Blanco/a,Mujer,40,Estados Unidos,<=50K
26,Privada,Bachillerato,13,Soltero/a,Técnico especializado,Sin familia,Blanco/a,Hombre,39,Estados Unidos,<=50K
33,Autónomo inc.,Secundaria,9,Soltero/a,Ventas,Sin familia,Otro,Mujer,42,Estados Unidos,>50K
30,Privada,Bachillerato,13,Soltero/a,Ventas,Hijo/a,Blanco/a,Hombre,39,Estados Unidos,<=50K
59,Autónomo no inc.,Grado universitario,13,Divorciado/a,Transporte,Cónyuge,Negro/a,Mujer,23,Estados Unidos,<=50K
19,Privada,FP Medio,11,Soltero/a,Ventas,Sin familia,Blanco/a,Hombre,34,Estados Unidos,<=50K
35,Privada,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Mujer,27,Estados Unidos,<=50K
63,Autónomo no inc.,Secundaria,9,Divorciado/a,Construcción/Reparación,Cónyuge,Blanco/a,Hombre,26,Estados Unidos,<=50K
37,Privada,Secundaria,9,Casado/a,Técnico especializado,Esposo/a,Blanco/a,Mujer,40,México,<=50K
28,Privada,Secundaria,9,Casado/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,47,Estados Unidos,<=50K
40,Privada,Bachillerato,13,Divorciado/a,Agricultura,Sin familia,Blanco/a,Mujer,40,Estados Unidos,>50K
41,Autónomo no inc.,Máster,14,Casado/a,Técnico especializado,Hijo/a,Blanco/a,Hombre,32,Estados Unidos,>50K
39,Privada,FP Superior,12,Divorciado/a,Operador maquinaria,Sin familia,Blanco/a,Hombre,19,Estados Unidos,>50K
42,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Soltero/a,Blanco/a,Mujer,19,Estados Unidos,<=50K
46,Privada,Secundaria,9,Divorciado/a,Transporte,Cónyuge,Blanco/a,Mujer,38,Estados Unidos,<=50K
37,Privada,Algo de universidad,10,Casado/a,Construcción/Reparación,Hijo/a,Asiático/a,Hombre,32,Estados Unidos,<=50K
68,Autónomo inc.,Algo de universidad,10,Casado/a,Administración,Cónyuge,Negro/a,Mujer,35,Estados Unidos,<=50K
35,Privada,Secundaria,9,Casado/a,Ventas,Cónyuge,Blanco/a,Hombre,28,Estados Unidos,>50K
32,Gobierno federal,FP Medio,11,Soltero/a,Técnico especializado,Soltero/a,Blanco/a,Hombre,38,Estados Unidos,<=50K
41,Privada,Máster,14,Casado/a,Seguridad,Cónyuge,Blanco/a,Mujer,37,Estados Unidos,<=50K
47,Privada,Secundaria,9,Casado/a,Seguridad,Cónyuge,Blanco/a,Hombre,28,Estados Unidos,<=50K
37,Gobierno local,Grado universitario,13,Divorciado/a,Técnico especializado,Sin familia,Blanco/a,Hombre,21,Estados Unidos,>50K
17,Gobierno federal,Bachillerato,13,Divorciado/a,Ejecutivo/Directivo,Sin familia,Negro/a,Hombre,27,Estados Unidos,>50K
38,Privada,Secundaria,9,Soltero/a,Técnico especializado,Otro familiar,Blanco/a,Hombre,49,Estados Unidos,<=50K
27,Privada,FP Superior,12,Soltero/a,Seguridad,Esposo/a,Blanco/a,Mujer,37,Estados Unidos,<=50K
54,Privada,Algo de universidad,10,Soltero/a,Administración,Hijo/a,Otro,Mujer,20,Estados Unidos,<=50K
55,Autónomo no inc.,Grado universitario,13,Soltero/a,Ejecutivo/Directivo,Esposo/a,Negro/a,Hombre,40,Estados Unidos,>50K
65,Privada,Bachillerato,13,Soltero/a,Administración,Sin familia,Blanco/a,Hombre,47,Estados Unidos,<=50K
28,Privada,Máster,14,Casado/a,Construcción/Reparación,Sin familia,Blanco/a,Hombre,34,Estados Unidos,>50K
29,Privada,Máster,14,Soltero/a,Otros servicios,Cónyuge,Blanco/a,Mujer,48,Estados Unidos,>50K
66,Privada,Grado universitario,13,Soltero/a,Construcción/Reparación,Otro familiar,Blanco/a,Hombre,26,Estados Unidos,<=50K
40,Privada,FP Medio,11,Casado/a,Construcción/Reparación,Hijo/a,Blanco/a,Hombre,31,Estados Unidos,<=50K
45,Gobierno autonómico,Algo de universidad,10,Soltero/a,Construcción/Reparación,Sin familia,Blanco/a,Mujer,45,Guatemala,<=50K
17,Privada,Bachillerato,13,Divorciado/a,Administración,Hijo/a,Asiático/a,Mujer,36,México,<=50K
23,Privada,Grado universitario,13,Divorciado/a,Ventas,Otro familiar,Blanco/a,Hombre,17,Estados Unidos,<=50K
17,Privada,Secundaria,9,Casado/a,Ejecutivo/Directivo,Sin familia,Blanco/a,Mujer,33,Estados Unidos,<=50K
40,Privada,Algo de universidad,10,Casado/a,Ejecutivo/Directivo,Cónyuge,Blanco/a,Hombre,47,Estados Unidos,<=50K
17,Privada,Bachillerato,13,Casado/a,Otros servicios,Cónyuge,Blanco/a,Hombre,48,Estados Unidos,>50K
61,Privada,Bachillerato,13,Divorciado/a,Construcción/Reparación,Hijo/a,Blanco/a,Hombre,41,Estados Unidos,<=50K
59,Privada,Secundaria,9,Soltero/a,Transporte,Hijo/a,Blanco/a,Hombre,43,Estados Unidos,<=50K
39,Privada,Algo de universidad,10,Casado/a,Ventas,Hijo/a,Blanco/a,Hombre,32,Estados Unidos,<=50K
41,Privada,Máster,14,Soltero/a,Construcción/Reparación,Cónyuge,Blanco/a,Mujer,42,Estados Unidos,>50K
57,Privada,Bachillerato,13,Soltero/a,Construcción/Reparación,Soltero/a,Blanco/a,Hombre,46,Cuba,<=50K
48,Privada,FP Medio,11,Divorciado/a,Otros servicios,Otro familiar,Blanco/a,Hombre,45,Estados Unidos,<=50K
33,Sin empleo remunerado,Secundaria,9,Divorciado/a,Ventas,Cónyuge,Blanco/a,Mujer,54,Estados Unidos,<=50K
42,Privada,Secundaria,9,Casado/a,Transporte,Sin familia,Blanco/a,Mujer,34,Estados Unidos,<=50K
